"distance";"avgPaceMoving";"sport"
"139";19.2810888518133;6.33435872175067;"running"
"140";38.7336239355308;2.77837846636262;"cycling"
"141";14.1351553637305;5.48985830032788;"running"
"142";52.2662222910608;2.76692403482547;"cycling"
"143";13.8229987916059;5.76575323499256;"running"
"144";23.4023089679136;6.69734484525554;"running"
"145";15.1454479549762;5.3525433455424;"running"
"146";29.1780065192011;5.93197939069049;"running"
"147";87.9769385643382;2.62852974624578;"cycling"
"148";14.7823955881933;5.8211133294747;"running"
"149";31.5025340242995;2.49715361329304;"cycling"
"150";31.4103977018949;5.9162999175309;"running"
"151";105.878184973334;2.65068767537603;"cycling"
"152";15.1522806081926;6.04529459086663;"running"
"153";95.3984295592813;2.27344762733815;"cycling"
"154";28.1253809712982;6.6659837790165;"running"
"155";15.3277350519689;6.02611320938783;"running"
"156";12.8458323244036;5.21959171712238;"running"
"157";35.1200702123127;5.83949098317671;"running"
"158";14.7391671357476;5.31350692650208;"running"
"159";1.02242262294579;18.0942788087944;"swimming"
"160";12.0618054659862;5.17611841024901;"running"
"161";32.3897191417716;2.77145554346282;"cycling"
"162";28.5461828161699;2.26241574045936;"cycling"
"163";23.6682866223202;5.73693125742714;"running"
"164";122.368883557462;2.57105121433039;"cycling"
"165";10.8669597612699;5.22685288689819;"running"
"166";0.798458158321051;19.0784365775222;"swimming"
"167";7.64675580029033;5.36828964754458;"running"
"168";220.774784519284;3.37727276369073;"cycling"
"169";3.90569549534477;8.2785084940369;"running"
"170";16.0729270184673;6.3097820670835;"running"
"171";13.7713641960243;5.51748775588037;"running"
"172";0.804143315725465;18.0316116747407;"swimming"
"173";9.15404442518623;5.53671480923605;"running"
"174";1.31293977277036;20.5645381151253;"swimming"
"175";10.1723968453758;6.32921958433042;"running"
"176";15.4596294381925;6.24422038828762;"running"
"177";10.0318580245437;5.25658688593053;"running"
"178";19.8448521005449;6.07042401003124;"running"
"179";10.4047234605534;7.76250007728422;"running"
"180";14.2772599526179;5.05115595751573;"running"
"181";24.1883742466741;5.86438751746635;"running"
"182";13.8252251844173;5.95168123742944;"running"
"183";45.0581980392898;6.34993584113548;"running"
"184";15.5622372799937;5.62793972084768;"running"
"185";8.33795382724755;6.76225060746662;"running"
"186";19.8562390093786;5.52051506908695;"running"
"187";11.5429024951109;5.32361769719771;"running"
"188";11.8243023305564;5.64233430451598;"running"
"189";11.2520093540823;5.39014838074195;"running"
"190";0.421288605934347;7.95179350405232;"running"
"191";9.01457131113772;5.6001923542343;"running"
"192";10.1323416739338;5.49395869761018;"running"
"193";2.56433390884662;7.58481566417697;"running"
"194";42.8766945165301;6.40052449070047;"running"
"195";9.01222780614578;5.34274111082331;"running"
"196";10.3975825306248;5.44036717189371;"running"
"197";15.2941222773969;5.52172909751141;"running"
"198";9.01642328400137;5.35134592512024;"running"
"199";10.0372141232363;5.48791055536163;"running"
"200";17.0877474410052;5.86385071209278;"running"
"201";21.2295065672954;6.09450497227533;"running"
"202";9.51420819579436;5.65645249285754;"running"
"203";11.9824637879641;5.65131410909711;"running"
"204";24.1566491898239;5.75617913342781;"running"
"205";11.1392380704423;5.583864857422;"running"
"206";15.6873245350134;5.7190546715868;"running"
"207";21.8883009838627;6.03747180274196;"running"
"208";13.3910993815264;5.36799341751579;"running"
"209";11.7220554031882;5.36879678253496;"running"
"210";25.2849286366067;5.52371211617588;"running"
"211";9.5010295855684;5.77305854128846;"running"
"212";49.2898145622833;6.23928769187658;"running"
"213";11.5186280984741;5.81087719484581;"running"
"214";11.8357428698763;5.57210482899661;"running"
"215";20.3862543628451;5.59527339532065;"running"
"216";10.0191180375832;4.91726581939249;"running"
"217";20.9269700575411;5.43875517352558;"running"
"218";10.4805439300763;5.35277561682731;"running"
"219";21.3200639698642;4.52937978062182;"running"
"220";10.2156847023834;5.59923310736624;"running"
"221";12.2729755105945;5.96160781087736;"running"
"222";11.3887431926075;5.52007061740349;"running"
"223";24.305645525171;5.85803545871188;"running"
"224";11.9735437374349;5.48709734066372;"running"
"225";11.9719844012937;5.30404967727305;"running"
"226";20.8275494444725;5.7343920201342;"running"
"227";13.8281523337342;5.51772920622691;"running"
"228";11.9213463875071;5.45939453630313;"running"
"229";18.0821748851461;5.69990431578739;"running"
"230";10.2143672180263;5.36988722152075;"running"
"231";44.8564104650182;6.13661824058206;"running"
"232";8.05352921989719;5.79663052789287;"running"
"233";11.9640909223039;5.73661081138932;"running"
"234";13.4112985260871;5.14988660734984;"running"
"235";10.6840888837928;5.60490781990528;"running"
"236";20.7385709140699;5.50102192701883;"running"
"237";13.8723169884557;4.78530972068881;"running"
"238";24.0698286683309;5.51658822183636;"running"
"239";46.5252375944728;2.49362867693231;"cycling"
"240";13.2528585394094;4.80273744797977;"running"
"241";24.404776144149;5.44360657992966;"running"
"242";57.8662151730293;2.69011315499378;"cycling"
"243";12.3047038837229;5.52905083911286;"running"
"244";24.1604389624679;2.27024020901304;"cycling"
"245";26.3423663754061;5.36967704359549;"running"
"246";73.3476430439133;2.61948885280885;"cycling"
"247";14.2053290424015;5.40642175698709;"running"
"248";27.5172210048211;2.4433184339928;"cycling"
"249";26.352261758342;5.68199172831661;"running"
"250";82.8801214590653;2.54906318846325;"cycling"
"251";14.418158510436;4.88619957597273;"running"
"252";43.2943973667389;2.11420735477552;"cycling"
"253";14.851528749962;5.46520617730175;"running"
"254";7.48753811894322;6.09011924555463;"running"
"255";27.6734246119408;2.06034010846871;"cycling"
"256";13.3677604131839;5.40604143349203;"running"
"257";31.1000537316258;5.66183373356275;"running"
"258";93.6224839791663;2.57559213433167;"cycling"
"259";13.832086192429;5.18359985634308;"running"
"260";32.1574157997897;2.25971723347067;"cycling"
"261";30.4058031627179;5.63105226164867;"running"
"262";97.6656880799723;2.54456474481777;"cycling"
"263";12.1971783063073;4.77432828076476;"running"
"264";23.3354490371168;2.28050750521327;"cycling"
"265";18.7201625898219;5.70151743187123;"running"
"266";50.8115219753123;2.35773295785564;"cycling"
"267";8.92767304068103;5.07971111770695;"running"
"268";18.938693633469;2.21240180610732;"cycling"
"269";2.50105046846545;14.493909841908;"swimming"
"270";8.08244979648473;5.27067919661287;"running"
"271";155.12866890709;4.8328698489361;"cycling"
"272";14.8028998093952;5.60926132058483;"running"
"273";68.026405108052;2.52744993742117;"cycling"
"274";2.64092553018956;17.4560014937987;"swimming"
"275";7.79882460164721;6.09066140427974;"running"
"276";1.18093672441729;16.8651429453125;"swimming"
"277";4.31624456671298;14.7388929620162;"swimming"
"278";12.0116154533101;15.0729101096977;"swimming"
"279";2.06093092351238;15.3490507481064;"swimming"
"280";1.21882761729415;20.2517017034217;"swimming"
"281";2.44258422284907;14.9227198223217;"swimming"
"282";2.07410300911376;17.6461823926666;"swimming"
"283";11.7894544132808;5.5232977187912;"running"
"284";11.2889632731959;6.0752552447553;"running"
"285";19.1233429292565;5.77130615054852;"running"
"286";11.5217968016478;5.89607111658292;"running"
"287";2.16962269068813;15.1101541636881;"swimming"
"288";20.0839806935109;5.57492403400104;"running"
"289";2.35252334160126;16.9180042961486;"swimming"
"290";12.0956704682544;5.58464288335961;"running"
"291";11.3851451755541;5.16169673381495;"running"
"292";20.5961665779884;5.33594441392082;"running"
"293";13.5065089338578;5.58742951537156;"running"
"294";19.8324645213368;5.91622555064197;"running"
"295";24.127534840452;5.48612477577866;"running"
"296";12.9114768742878;5.28728567082937;"running"
"297";20.2523322794818;5.68247309718137;"running"
"298";13.0717053963387;5.42010379302494;"running"
"299";11.913793671133;5.11172189825311;"running"
"300";20.5599269669741;5.71013701500898;"running"
"301";12.6887579093055;4.76143268698973;"running"
"302";23.4463979678604;5.80401874607231;"running"
"303";14.2181012287322;5.37108756212424;"running"
"304";12.7654215753653;5.37389224437242;"running"
"305";11.7993936515371;5.4833326110424;"running"
"306";24.6261489483109;5.99768970414395;"running"
"307";13.413785786886;5.2756669735886;"running"
"308";11.0291304901924;5.17417639744247;"running"
"309";21.8183463591393;5.22496059616578;"running"
"310";23.5188421568825;5.85842331923695;"running"
"311";33.1935832271417;5.55478846834972;"running"
"312";12.8993532819578;5.47960287530053;"running"
"313";23.9224795456813;5.90936513904084;"running"
"314";21.5308709234337;5.33342723300391;"running"
"315";11.5953142588472;5.50653467207952;"running"
"316";21.6033355362932;5.6696491672577;"running"
"317";0.207865068720094;2.42867590865736;"running"
"318";0.196895368690407;2.44590981038689;"running"
"319";0.216988848455591;2.41281436364929;"running"
"320";0.192054062914507;2.41759832779688;"running"
"321";0.2034843771618;2.45871686785478;"running"
"322";0.177345989264822;2.37595768123554;"running"
"323";0.198377947209718;2.37905851389322;"running"
"324";0.211308649914589;2.44775564016102;"running"
"325";0.195444540237395;2.33554966945261;"running"
"326";0.191008336844611;2.40930987165375;"running"
"327";0.207268389017312;2.39843372490264;"running"
"328";0.191905590981348;2.42335486549233;"running"
"329";0.202670851159552;2.45120988371023;"running"
"330";0.182627362894664;2.41336792261172;"running"
"331";0.185885748641911;2.41159130514301;"running"
"332";0.195464487732215;2.43737962322612;"running"
"333";0.189645087246319;2.46085342552621;"running"
"334";0.213621428932593;2.41916791725841;"running"
"335";0.20917456736975;2.35059735892039;"running"
"336";0.192148578389232;2.39215735449016;"running"
"337";40.867767608124;3.06173500484721;"cycling"
"338";39.82385084725;2.95949224873066;"cycling"
"339";40.3443200220629;3.10531037627893;"cycling"
"340";40.6122030479014;3.06022842462329;"cycling"
"341";40.3971481516517;3.10174611767962;"cycling"
"342";39.9967988007891;3.0608167318012;"cycling"
"343";40.1095753175835;3.02067359954465;"cycling"
"344";39.5567681244973;2.8102272708206;"cycling"
"345";40.219880145686;2.93174171683217;"cycling"
"346";39.5568051246672;3.04813384154488;"cycling"
"347";39.5730907728225;2.95369689619975;"cycling"
"348";39.5050028346257;2.972025830422;"cycling"
"349";39.6745611315381;2.95863098554488;"cycling"
"350";40.526973330247;3.16187665209943;"cycling"
"351";39.8045609832846;2.92789442891362;"cycling"
"352";39.964706803195;2.95469068426719;"cycling"
"353";39.7689745952515;3.00142571608117;"cycling"
"354";40.2704541334951;3.02157646211953;"cycling"
"355";40.4658174854632;3.01888701952931;"cycling"
"356";39.8953628273958;2.99498515056649;"cycling"
"357";39.0380665840801;5.942151627814;"running"
"358";39.7074742771215;5.90576992665225;"running"
"359";40.2587882162412;5.9796271820338;"running"
"360";38.8478681140849;5.83335251599698;"running"
"361";40.1957828262864;5.9515544890849;"running"
"362";40.0301239446016;5.92589273392784;"running"
"363";40.0854177316123;6.11606157792413;"running"
"364";41.1166102127153;6.10120671249342;"running"
"365";38.781142584422;5.99279215259134;"running"
"366";41.2673687220899;5.88632177019007;"running"
"367";39.2552184038649;6.09006247289827;"running"
"368";38.8687814291643;6.08517704470922;"running"
"369";39.283641509967;6.07277151741545;"running"
"370";40.2526523696462;6.07365021456886;"running"
"371";40.1520457066556;5.96478703830543;"running"
"372";39.6923435703216;6.07055155134855;"running"
"373";39.0469826690919;6.13003579887321;"running"
"374";39.3517571885515;6.00382520141443;"running"
"375";41.2243136242806;5.90207162300037;"running"
"376";40.199811607983;6.07937612308725;"running"
